fund_id,fund_name,asset_class,benchmark,month,year,quarter,aum_gbp_mm,monthly_return_pct,benchmark_return_pct,active_return_bps,net_flows_gbp_mm,mgmt_fee_income_gbp_k,mgmt_fee_pct,sharpe_ratio_ttm,volatility_pct
F002,Global Bond Income Fund,Fixed Income,Bloomberg Agg,2024-10-01,2024,Q4,800.05,0.996,0.153,84.3,-1.03,0.3,0.45,0.25,12.64
F002,Global Bond Income Fund,Fixed Income,Bloomberg Agg,2024-11-01,2024,Q4,811.74,1.517,0.633,88.4,2.58,0.3,0.45,0.688,8.87
F002,Global Bond Income Fund,Fixed Income,Bloomberg Agg,2024-12-01,2024,Q4,823.5,0.856,-0.122,97.8,-1.93,0.31,0.45,0.878,8.25
F003,ESG Multi-Asset Fund,Multi-Asset,MSCI World,2022-01-01,2022,Q1,413.46,-2.641,0.103,-274.4,5.54,0.29,0.85,0.423,17.04
F003,ESG Multi-Asset Fund,Multi-Asset,MSCI World,2022-02-01,2022,Q1,418.06,1.749,-0.32,206.9,-0.62,0.3,0.85,0.681,6.56
F003,ESG Multi-Asset Fund,Multi-Asset,MSCI World,2022-03-01,2022,Q1,430.3,0.007,-2.907,291.4,8.82,0.3,0.85,0.637,8.02
F003,ESG Multi-Asset Fund,Multi-Asset,MSCI World,2022-04-01,2022,Q2,417.51,-2.539,-6.199,366.0,7.32,0.3,0.85,0.695,13.4
F003,ESG Multi-Asset Fund,Multi-Asset,MSCI World,2022-05-01,2022,Q2,437.69,2.645,-1.971,461.6,-0.56,0.31,0.85,0.387,8.52
F003,ESG Multi-Asset Fund,Multi-Asset,MSCI World,2022-06-01,2022,Q2,420.93,-5.176,-4.133,-104.3,-13.81,0.3,0.85,0.322,5.0
F003,ESG Multi-Asset Fund,Multi-Asset,MSCI World,2022-07-01,2022,Q3,428.05,0.175,1.177,-100.2,1.01,0.3,0.85,0.775,9.67
F003,ESG Multi-Asset Fund,Multi-Asset,MSCI World,2022-08-01,2022,Q3,418.24,-3.142,-1.163,-197.9,2.13,0.3,0.85,0.567,14.73
F003,ESG Multi-Asset Fund,Multi-Asset,MSCI World,2022-09-01,2022,Q3,458.16,5.961,0.746,521.5,-0.97,0.32,0.85,0.475,18.51
F003,ESG Multi-Asset Fund,Multi-Asset,MSCI World,2022-10-01,2022,Q4,466.95,0.237,0.749,-51.2,-0.55,0.33,0.85,0.541,12.09
F003,ESG Multi-Asset Fund,Multi-Asset,MSCI World,2022-11-01,2022,Q4,471.0,-1.032,-3.306,227.4,-2.59,0.33,0.85,1.235,13.97
F003,ESG Multi-Asset Fund,Multi-Asset,MSCI World,2022-12-01,2022,Q4,460.15,-3.428,-0.082,-334.6,21.0,0.33,0.85,1.015,11.56
F003,ESG Multi-Asset Fund,Multi-Asset,MSCI World,2023-01-01,2023,Q1,461.08,-1.428,1.684,-311.2,2.34,0.33,0.85,0.482,3.27
F003,ESG Multi-Asset Fund,Multi-Asset,MSCI World,2023-02-01,2023,Q1,454.36,-1.411,2.742,-415.3,16.87,0.32,0.85,0.822,16.25
F003,ESG Multi-Asset Fund,Multi-Asset,MSCI World,2023-03-01,2023,Q1,450.76,-0.209,5.029,-523.8,6.64,0.32,0.85,0.395,11.01
F003,ESG Multi-Asset Fund,Multi-Asset,MSCI World,2023-04-01,2023,Q2,445.45,-1.772,4.749,-652.1,1.26,0.32,0.85,0.913,9.75
F003,ESG Multi-Asset Fund,Multi-Asset,MSCI World,2023-05-01,2023,Q2,472.11,2.914,0.984,193.0,-12.81,0.33,0.85,0.627,11.31
F003,ESG Multi-Asset Fund,Multi-Asset,MSCI World,2023-06-01,2023,Q2,477.66,0.771,-3.488,425.9,2.3,0.34,0.85,0.353,10.39
F003,ESG Multi-Asset Fund,Multi-Asset,MSCI World,2023-07-01,2023,Q3,473.16,-0.872,2.493,-336.5,2.38,0.34,0.85,0.576,11.79
F003,ESG Multi-Asset Fund,Multi-Asset,MSCI World,2023-08-01,2023,Q3,467.48,-2.238,-1.899,-33.9,-10.71,0.33,0.85,0.937,13.09
F003,ESG Multi-Asset Fund,Multi-Asset,MSCI World,2023-09-01,2023,Q3,456.43,-3.249,1.77,-501.9,0.58,0.32,0.85,0.397,10.7
F003,ESG Multi-Asset Fund,Multi-Asset,MSCI World,2023-10-01,2023,Q4,461.38,-1.552,1.175,-272.7,12.44,0.33,0.85,0.947,5.66
F003,ESG Multi-Asset Fund,Multi-Asset,MSCI World,2023-11-01,2023,Q4,455.83,-0.274,-1.023,74.9,12.27,0.32,0.85,0.797,24.14
F003,ESG Multi-Asset Fund,Multi-Asset,MSCI World,2023-12-01,2023,Q4,447.84,-2.603,-1.092,-151.1,8.57,0.32,0.85,0.464,3.88
F003,ESG Multi-Asset Fund,Multi-Asset,MSCI World,2024-01-01,2024,Q1,472.41,4.231,1.024,320.7,-10.99,0.33,0.85,0.472,12.78
F003,ESG Multi-Asset Fund,Multi-Asset,MSCI World,2024-02-01,2024,Q1,486.17,2.018,-0.724,274.2,19.64,0.34,0.85,0.645,15.07
F003,ESG Multi-Asset Fund,Multi-Asset,MSCI World,2024-03-01,2024,Q1,510.43,4.201,2.787,141.4,-4.02,0.36,0.85,0.925,9.3
F003,ESG Multi-Asset Fund,Multi-Asset,MSCI World,2024-04-01,2024,Q2,507.37,-0.55,4.49,-504.0,9.49,0.36,0.85,0.356,9.72
F003,ESG Multi-Asset Fund,Multi-Asset,MSCI World,2024-05-01,2024,Q2,525.79,2.385,3.474,-108.9,-3.19,0.37,0.85,0.27,17.21
F003,ESG Multi-Asset Fund,Multi-Asset,MSCI World,2024-06-01,2024,Q2,530.79,0.563,0.674,-11.1,15.96,0.38,0.85,0.422,7.78
F003,ESG Multi-Asset Fund,Multi-Asset,MSCI World,2024-07-01,2024,Q3,538.13,-1.079,-1.873,79.4,-2.17,0.38,0.85,0.479,7.09
F003,ESG Multi-Asset Fund,Multi-Asset,MSCI World,2024-08-01,2024,Q3,545.12,1.737,0.002,173.5,14.74,0.39,0.85,0.003,9.39
F003,ESG Multi-Asset Fund,Multi-Asset,MSCI World,2024-09-01,2024,Q3,532.2,-3.221,1.023,-424.4,6.61,0.38,0.85,0.262,10.95
F003,ESG Multi-Asset Fund,Multi-Asset,MSCI World,2024-10-01,2024,Q4,557.04,1.924,1.479,44.5,-1.32,0.39,0.85,1.092,10.52
F003,ESG Multi-Asset Fund,Multi-Asset,MSCI World,2024-11-01,2024,Q4,562.4,-0.556,3.151,-370.7,-2.97,0.4,0.85,0.357,16.17
F003,ESG Multi-Asset Fund,Multi-Asset,MSCI World,2024-12-01,2024,Q4,560.77,-2.655,2.671,-532.6,4.6,0.4,0.85,0.666,13.42
F004,US Large Cap Fund,Equity,S&P 500,2022-01-01,2022,Q1,1137.61,2.153,-0.84,299.3,-1.12,0.62,0.65,0.924,18.85
F004,US Large Cap Fund,Equity,S&P 500,2022-02-01,2022,Q1,1189.4,4.255,1.929,232.6,-9.58,0.64,0.65,0.643,9.69
F004,US Large Cap Fund,Equity,S&P 500,2022-03-01,2022,Q1,1166.51,-1.559,-4.118,255.9,-3.95,0.63,0.65,0.847,19.49
F004,US Large Cap Fund,Equity,S&P 500,2022-04-01,2022,Q2,1148.62,-1.787,1.507,-329.4,-4.09,0.62,0.65,0.697,13.9
F004,US Large Cap Fund,Equity,S&P 500,2022-05-01,2022,Q2,1161.03,1.478,-3.623,510.1,3.37,0.63,0.65,0.468,15.63
F004,US Large Cap Fund,Equity,S&P 500,2022-06-01,2022,Q2,1205.36,3.683,2.047,163.6,7.38,0.65,0.65,0.972,18.87
F004,US Large Cap Fund,Equity,S&P 500,2022-07-01,2022,Q3,1283.85,6.637,1.118,551.9,1.03,0.7,0.65,0.602,19.04
F004,US Large Cap Fund,Equity,S&P 500,2022-08-01,2022,Q3,1293.35,0.31,2.691,-238.1,4.33,0.7,0.65,0.642,7.45
F004,US Large Cap Fund,Equity,S&P 500,2022-09-01,2022,Q3,1287.21,-0.155,3.01,-316.5,5.33,0.7,0.65,0.159,7.61
F004,US Large Cap Fund,Equity,S&P 500,2022-10-01,2022,Q4,1283.68,-0.648,-1.223,57.5,3.07,0.7,0.65,0.732,11.16
F004,US Large Cap Fund,Equity,S&P 500,2022-11-01,2022,Q4,1343.82,4.22,2.315,190.5,-9.77,0.73,0.65,1.37,7.68
F004,US Large Cap Fund,Equity,S&P 500,2022-12-01,2022,Q4,1337.87,-1.215,-1.701,48.6,-12.95,0.72,0.65,0.618,9.26
F004,US Large Cap Fund,Equity,S&P 500,2023-01-01,2023,Q1,1322.01,-0.954,-0.29,-66.4,-8.6,0.72,0.65,0.814,10.38
F004,US Large Cap Fund,Equity,S&P 500,2023-02-01,2023,Q1,1363.39,2.391,0.74,165.1,-1.08,0.74,0.65,0.771,7.28
F004,US Large Cap Fund,Equity,S&P 500,2023-03-01,2023,Q1,1335.84,-2.63,0.512,-314.2,2.03,0.72,0.65,0.147,10.1
F004,US Large Cap Fund,Equity,S&P 500,2023-04-01,2023,Q2,1240.07,-7.131,-1.081,-605.0,-0.6,0.67,0.65,1.026,16.86
F004,US Large Cap Fund,Equity,S&P 500,2023-05-01,2023,Q2,1232.25,-1.799,-4.494,269.5,6.6,0.67,0.65,0.337,11.42
F004,US Large Cap Fund,Equity,S&P 500,2023-06-01,2023,Q2,1249.55,1.308,-1.617,292.5,7.02,0.68,0.65,0.635,12.37
F004,US Large Cap Fund,Equity,S&P 500,2023-07-01,2023,Q3,1284.91,3.181,-0.303,348.4,1.86,0.7,0.65,0.476,8.8
F004,US Large Cap Fund,Equity,S&P 500,2023-08-01,2023,Q3,1303.77,1.775,4.763,-298.8,-8.21,0.71,0.65,0.841,16.64
F004,US Large Cap Fund,Equity,S&P 500,2023-09-01,2023,Q3,1298.33,-0.453,-1.329,87.6,2.12,0.7,0.65,0.527,9.05
F004,US Large Cap Fund,Equity,S&P 500,2023-10-01,2023,Q4,1328.59,1.793,-2.194,398.7,-0.12,0.72,0.65,0.862,12.16
F004,US Large Cap Fund,Equity,S&P 500,2023-11-01,2023,Q4,1360.55,1.657,1.549,10.8,5.52,0.74,0.65,0.868,10.65
F004,US Large Cap Fund,Equity,S&P 500,2023-12-01,2023,Q4,1329.64,-1.932,-2.633,70.1,8.96,0.72,0.65,1.088,8.22
F004,US Large Cap Fund,Equity,S&P 500,2024-01-01,2024,Q1,1299.79,-1.9,0.284,-218.4,-4.51,0.7,0.65,1.051,6.43
F004,US Large Cap Fund,Equity,S&P 500,2024-02-01,2024,Q1,1283.12,-1.704,0.896,-260.0,-2.95,0.7,0.65,0.479,14.1
F004,US Large Cap Fund,Equity,S&P 500,2024-03-01,2024,Q1,1294.49,0.481,3.433,-295.2,8.16,0.7,0.65,0.521,10.95
F004,US Large Cap Fund,Equity,S&P 500,2024-04-01,2024,Q2,1264.19,-3.129,-0.285,-284.4,6.22,0.68,0.65,0.563,9.93
F004,US Large Cap Fund,Equity,S&P 500,2024-05-01,2024,Q2,1292.09,1.14,0.55,59.0,-8.44,0.7,0.65,0.51,6.33
F004,US Large Cap Fund,Equity,S&P 500,2024-06-01,2024,Q2,1261.28,-2.422,0.815,-323.7,5.6,0.68,0.65,0.929,13.65
F004,US Large Cap Fund,Equity,S&P 500,2024-07-01,2024,Q3,1283.58,0.794,6.214,-542.0,8.79,0.7,0.65,0.377,7.55
F004,US Large Cap Fund,Equity,S&P 500,2024-08-01,2024,Q3,1296.01,0.342,0.046,29.6,-3.32,0.7,0.65,0.527,16.09
F004,US Large Cap Fund,Equity,S&P 500,2024-09-01,2024,Q3,1330.78,1.966,6.238,-427.2,-2.92,0.72,0.65,0.646,12.06
F004,US Large Cap Fund,Equity,S&P 500,2024-10-01,2024,Q4,1379.44,3.418,2.751,66.7,8.49,0.75,0.65,0.472,16.59
F004,US Large Cap Fund,Equity,S&P 500,2024-11-01,2024,Q4,1400.55,1.481,2.27,-78.9,0.08,0.76,0.65,0.289,18.76
F004,US Large Cap Fund,Equity,S&P 500,2024-12-01,2024,Q4,1383.6,-1.851,4.171,-602.2,7.76,0.75,0.65,0.388,15.38
F005,Infrastructure Debt Fund,Alternatives,CPI+4%,2022-01-01,2022,Q1,395.35,1.829,-1.719,354.8,8.24,0.4,1.2,0.29,10.07
F005,Infrastructure Debt Fund,Alternatives,CPI+4%,2022-02-01,2022,Q1,386.07,-2.166,-1.463,-70.3,7.79,0.39,1.2,0.923,10.51
F005,Infrastructure Debt Fund,Alternatives,CPI+4%,2022-03-01,2022,Q1,399.69,0.829,4.412,-358.3,10.46,0.4,1.2,0.204,15.52
F005,Infrastructure Debt Fund,Alternatives,CPI+4%,2022-04-01,2022,Q2,413.52,0.853,-1.083,193.6,5.33,0.41,1.2,0.705,9.76
F005,Infrastructure Debt Fund,Alternatives,CPI+4%,2022-05-01,2022,Q2,408.82,-1.305,-0.609,-69.6,1.92,0.41,1.2,0.377,8.64
F005,Infrastructure Debt Fund,Alternatives,CPI+4%,2022-06-01,2022,Q2,424.49,0.238,-1.729,196.7,-4.59,0.42,1.2,0.452,12.78
F005,Infrastructure Debt Fund,Alternatives,CPI+4%,2022-07-01,2022,Q3,418.05,-0.991,3.608,-459.9,2.0,0.42,1.2,1.008,15.58
F005,Infrastructure Debt Fund,Alternatives,CPI+4%,2022-08-01,2022,Q3,415.85,-0.635,2.785,-342.0,-3.27,0.42,1.2,0.767,10.73
F005,Infrastructure Debt Fund,Alternatives,CPI+4%,2022-09-01,2022,Q3,396.38,-3.607,1.347,-495.4,10.92,0.4,1.2,0.747,13.15
F005,Infrastructure Debt Fund,Alternatives,CPI+4%,2022-10-01,2022,Q4,433.94,6.744,1.48,526.4,-4.44,0.43,1.2,0.783,14.5
F005,Infrastructure Debt Fund,Alternatives,CPI+4%,2022-11-01,2022,Q4,434.28,1.206,2.986,-178.0,7.4,0.43,1.2,0.742,14.57
F005,Infrastructure Debt Fund,Alternatives,CPI+4%,2022-12-01,2022,Q4,422.16,-1.859,-1.66,-19.9,6.24,0.42,1.2,0.261,15.43
F005,Infrastructure Debt Fund,Alternatives,CPI+4%,2023-01-01,2023,Q1,426.72,-0.177,2.421,-259.8,2.23,0.43,1.2,0.789,7.01
F005,Infrastructure Debt Fund,Alternatives,CPI+4%,2023-02-01,2023,Q1,430.33,1.7,2.07,-37.0,-0.91,0.43,1.2,0.357,11.22
F005,Infrastructure Debt Fund,Alternatives,CPI+4%,2023-03-01,2023,Q1,457.15,2.835,-0.727,356.2,1.97,0.46,1.2,0.695,12.88
F005,Infrastructure Debt Fund,Alternatives,CPI+4%,2023-04-01,2023,Q2,448.09,-1.082,-1.774,69.2,-10.92,0.45,1.2,0.211,9.91
F005,Infrastructure Debt Fund,Alternatives,CPI+4%,2023-05-01,2023,Q2,471.84,2.793,-2.053,484.6,14.77,0.47,1.2,0.817,8.78
F005,Infrastructure Debt Fund,Alternatives,CPI+4%,2023-06-01,2023,Q2,492.82,1.315,1.992,-67.7,6.85,0.49,1.2,0.466,11.18
F005,Infrastructure Debt Fund,Alternatives,CPI+4%,2023-07-01,2023,Q3,495.94,0.299,-0.904,120.3,7.44,0.5,1.2,0.819,17.07
F005,Infrastructure Debt Fund,Alternatives,CPI+4%,2023-08-01,2023,Q3,504.91,-0.91,0.035,-94.5,0.46,0.5,1.2,0.204,11.13
F005,Infrastructure Debt Fund,Alternatives,CPI+4%,2023-09-01,2023,Q3,507.82,0.295,-2.707,300.2,12.31,0.51,1.2,0.827,10.11
F005,Infrastructure Debt Fund,Alternatives,CPI+4%,2023-10-01,2023,Q4,521.09,2.209,1.51,69.9,3.89,0.52,1.2,0.85,11.96
F005,Infrastructure Debt Fund,Alternatives,CPI+4%,2023-11-01,2023,Q4,557.07,4.789,3.226,156.3,-6.48,0.56,1.2,0.092,15.41
F005,Infrastructure Debt Fund,Alternatives,CPI+4%,2023-12-01,2023,Q4,573.93,2.55,0.939,161.1,7.69,0.57,1.2,0.339,9.76
F005,Infrastructure Debt Fund,Alternatives,CPI+4%,2024-01-01,2024,Q1,568.17,-1.977,-0.542,-143.5,-7.29,0.57,1.2,0.866,12.0
F005,Infrastructure Debt Fund,Alternatives,CPI+4%,2024-02-01,2024,Q1,576.24,1.383,-1.475,285.8,8.7,0.58,1.2,-0.141,16.44
F005,Infrastructure Debt Fund,Alternatives,CPI+4%,2024-03-01,2024,Q1,586.3,1.045,-0.278,132.3,8.98,0.59,1.2,0.489,17.16
