product_id,product_name,segment,month,year,quarter,revenue_gbp_k,cost_income_ratio,active_customers,new_customers,churned_customers,nps_score,digital_adoption_pct,complaints_per_1k_customers,revenue_per_customer_gbp
P01,Current Accounts,Personal,2023-06-01,2023,Q2,4421.2,0.55,186459,4475,2795,28,0.792,2.79,23.71
P01,Current Accounts,Personal,2023-07-01,2023,Q3,4487.8,0.684,184507,3669,2216,43,0.844,1.86,24.32
P01,Current Accounts,Personal,2023-08-01,2023,Q3,4226.56,0.618,191949,4165,2116,40,0.563,1.6,22.02
P01,Current Accounts,Personal,2023-09-01,2023,Q3,4595.65,0.654,195824,4721,2464,32,0.812,1.28,23.47
P01,Current Accounts,Personal,2023-10-01,2023,Q4,4162.45,0.595,189642,4058,2815,23,0.731,1.3,21.95
P01,Current Accounts,Personal,2023-11-01,2023,Q4,4171.37,0.522,190808,4909,2032,25,0.851,1.98,21.86
P01,Current Accounts,Personal,2023-12-01,2023,Q4,4537.64,0.702,195157,3080,2386,34,0.745,2.32,23.25
P01,Current Accounts,Personal,2024-01-01,2024,Q1,4624.32,0.599,187407,3894,3637,26,0.634,2.68,24.68
P01,Current Accounts,Personal,2024-02-01,2024,Q1,4565.42,0.651,196760,2975,2737,40,0.754,1.05,23.2
P01,Current Accounts,Personal,2024-03-01,2024,Q1,4239.27,0.554,184373,4316,2874,23,0.867,2.1,22.99
P01,Current Accounts,Personal,2024-04-01,2024,Q2,4270.87,0.529,192811,4752,2849,35,0.567,3.66,22.15
P01,Current Accounts,Personal,2024-05-01,2024,Q2,4270.05,0.7,199418,5014,2658,30,0.906,2.02,21.41
P01,Current Accounts,Personal,2024-06-01,2024,Q2,4558.11,0.663,197229,3145,2497,29,0.859,2.29,23.11
P01,Current Accounts,Personal,2024-07-01,2024,Q3,4461.97,0.586,199953,5171,3402,32,0.735,1.66,22.32
P01,Current Accounts,Personal,2024-08-01,2024,Q3,4791.3,0.607,187346,4351,3577,35,0.697,1.48,25.57
P01,Current Accounts,Personal,2024-09-01,2024,Q3,4693.63,0.575,187433,3424,3555,41,0.71,2.06,25.04
P01,Current Accounts,Personal,2024-10-01,2024,Q4,4653.9,0.537,197752,4460,2222,21,0.607,1.13,23.53
P01,Current Accounts,Personal,2024-11-01,2024,Q4,4682.9,0.668,197820,2781,2625,30,0.683,2.45,23.67
P01,Current Accounts,Personal,2024-12-01,2024,Q4,4451.68,0.557,190438,3598,2044,22,0.681,2.42,23.38
P02,Savings Accounts,Personal,2022-01-01,2022,Q1,2948.62,0.585,146137,2725,1645,27,0.883,2.54,20.18
P02,Savings Accounts,Personal,2022-02-01,2022,Q1,3242.5,0.634,150165,2352,1983,35,0.732,2.79,21.59
P02,Savings Accounts,Personal,2022-03-01,2022,Q1,2922.66,0.604,143511,2442,1825,28,0.781,2.13,20.37
P02,Savings Accounts,Personal,2022-04-01,2022,Q2,3111.12,0.541,140395,2525,2257,25,0.848,3.94,22.16
P02,Savings Accounts,Personal,2022-05-01,2022,Q2,3005.91,0.683,141637,2214,1895,45,0.9,0.43,21.22
P02,Savings Accounts,Personal,2022-06-01,2022,Q2,2951.03,0.713,141043,3150,2104,38,0.763,1.97,20.92
P02,Savings Accounts,Personal,2022-07-01,2022,Q3,2958.78,0.683,141392,2936,2238,28,0.752,2.35,20.93
P02,Savings Accounts,Personal,2022-08-01,2022,Q3,3111.81,0.711,143017,2754,1876,19,0.806,2.4,21.76
P02,Savings Accounts,Personal,2022-09-01,2022,Q3,3153.96,0.602,145445,2458,2389,20,0.815,2.1,21.68
P02,Savings Accounts,Personal,2022-10-01,2022,Q4,3135.09,0.718,136894,2748,2571,23,0.806,2.21,22.9
P02,Savings Accounts,Personal,2022-11-01,2022,Q4,3038.13,0.592,144653,3132,1629,39,0.835,1.49,21.0
P02,Savings Accounts,Personal,2022-12-01,2022,Q4,3071.66,0.649,139371,3084,1964,54,0.828,2.73,22.04
P02,Savings Accounts,Personal,2023-01-01,2023,Q1,3371.44,0.522,148519,3003,2335,31,0.763,3.06,22.7
P02,Savings Accounts,Personal,2023-02-01,2023,Q1,3180.05,0.674,148414,2692,1591,23,0.589,1.6,21.43
P02,Savings Accounts,Personal,2023-03-01,2023,Q1,3176.42,0.543,155631,2761,2271,36,0.627,1.94,20.41
P02,Savings Accounts,Personal,2023-04-01,2023,Q2,3210.09,0.608,150170,2643,2671,29,0.593,1.44,21.38
P02,Savings Accounts,Personal,2023-05-01,2023,Q2,3359.73,0.655,152614,2583,1842,43,0.609,4.07,22.01
P02,Savings Accounts,Personal,2023-06-01,2023,Q2,3255.78,0.566,156746,3399,2255,27,0.561,2.39,20.77
P02,Savings Accounts,Personal,2023-07-01,2023,Q3,3284.91,0.638,147903,2435,2554,22,0.849,2.9,22.21
P02,Savings Accounts,Personal,2023-08-01,2023,Q3,3078.01,0.694,147106,2867,1891,34,0.869,2.76,20.92
P02,Savings Accounts,Personal,2023-09-01,2023,Q3,3267.38,0.639,154017,2799,2789,23,0.778,1.42,21.21
P02,Savings Accounts,Personal,2023-10-01,2023,Q4,3387.48,0.579,155214,2422,1794,29,0.663,1.88,21.82
P02,Savings Accounts,Personal,2023-11-01,2023,Q4,3148.15,0.622,155443,2891,1892,28,0.785,2.31,20.25
P02,Savings Accounts,Personal,2023-12-01,2023,Q4,3356.85,0.72,155235,2434,2069,23,0.717,1.79,21.62
P02,Savings Accounts,Personal,2024-01-01,2024,Q1,3112.62,0.522,152095,3888,2288,41,0.733,3.21,20.46
P02,Savings Accounts,Personal,2024-02-01,2024,Q1,3369.97,0.688,153169,2201,2657,28,0.658,2.12,22.0
P02,Savings Accounts,Personal,2024-03-01,2024,Q1,3215.74,0.554,155055,3595,2395,19,0.592,2.45,20.74
P02,Savings Accounts,Personal,2024-04-01,2024,Q2,3159.8,0.685,158382,2296,2687,22,0.752,3.2,19.95
P02,Savings Accounts,Personal,2024-05-01,2024,Q2,3516.56,0.686,150412,3909,2188,32,0.679,1.43,23.38
P02,Savings Accounts,Personal,2024-06-01,2024,Q2,3456.09,0.719,154977,3677,2447,32,0.68,1.52,22.3
P02,Savings Accounts,Personal,2024-07-01,2024,Q3,3422.17,0.553,157779,2600,1740,35,0.68,2.52,21.69
P02,Savings Accounts,Personal,2024-08-01,2024,Q3,3258.09,0.585,156991,2701,2860,30,0.915,1.47,20.75
P02,Savings Accounts,Personal,2024-09-01,2024,Q3,3426.41,0.713,151811,3933,2778,35,0.597,0.35,22.57
P02,Savings Accounts,Personal,2024-10-01,2024,Q4,3510.23,0.662,154129,3408,2297,38,0.764,0.91,22.77
P02,Savings Accounts,Personal,2024-11-01,2024,Q4,3277.25,0.61,156584,2367,2370,20,0.653,0.87,20.93
P02,Savings Accounts,Personal,2024-12-01,2024,Q4,3556.05,0.71,156400,3642,2673,31,0.82,2.15,22.74
P03,Personal Loans,Personal,2022-01-01,2022,Q1,5771.08,0.592,42551,706,611,41,0.628,2.48,135.63
P03,Personal Loans,Personal,2022-02-01,2022,Q1,5624.61,0.588,42993,852,584,22,0.803,1.61,130.83
P03,Personal Loans,Personal,2022-03-01,2022,Q1,5457.92,0.677,40448,982,585,28,0.55,2.2,134.94
P03,Personal Loans,Personal,2022-04-01,2022,Q2,6072.37,0.658,40688,647,768,39,0.651,2.95,149.24
P03,Personal Loans,Personal,2022-05-01,2022,Q2,5847.92,0.594,40745,764,539,35,0.809,1.83,143.52
P03,Personal Loans,Personal,2022-06-01,2022,Q2,5544.15,0.661,41986,654,526,41,0.802,2.11,132.05
P03,Personal Loans,Personal,2022-07-01,2022,Q3,5375.96,0.683,42012,654,467,40,0.692,2.04,127.96
P03,Personal Loans,Personal,2022-08-01,2022,Q3,5855.64,0.583,39948,930,690,35,0.599,1.8,146.58
P03,Personal Loans,Personal,2022-09-01,2022,Q3,6019.6,0.626,39979,770,679,43,0.782,2.16,150.57
P03,Personal Loans,Personal,2022-10-01,2022,Q4,5431.84,0.657,40761,619,704,34,0.768,1.84,133.26
P03,Personal Loans,Personal,2022-11-01,2022,Q4,5575.94,0.583,42464,637,657,36,0.772,2.6,131.31
P03,Personal Loans,Personal,2022-12-01,2022,Q4,5713.12,0.658,41755,735,632,38,0.739,1.14,136.82
P03,Personal Loans,Personal,2023-01-01,2023,Q1,6151.67,0.531,42552,848,489,47,0.735,0.91,144.57
P03,Personal Loans,Personal,2023-02-01,2023,Q1,6056.24,0.716,43464,677,793,50,0.76,1.95,139.34
P03,Personal Loans,Personal,2023-03-01,2023,Q1,5906.54,0.673,44109,626,489,45,0.647,1.71,133.91
P03,Personal Loans,Personal,2023-04-01,2023,Q2,5685.97,0.678,42048,841,598,20,0.81,2.05,135.23
P03,Personal Loans,Personal,2023-05-01,2023,Q2,5730.84,0.643,43816,882,540,30,0.849,2.78,130.79
P03,Personal Loans,Personal,2023-06-01,2023,Q2,6074.44,0.647,43413,642,728,38,0.82,1.06,139.92
P03,Personal Loans,Personal,2023-07-01,2023,Q3,6315.02,0.537,42351,902,562,23,0.824,2.45,149.11
P03,Personal Loans,Personal,2023-08-01,2023,Q3,6253.42,0.662,42672,1085,648,30,0.84,1.64,146.55
P03,Personal Loans,Personal,2023-09-01,2023,Q3,6254.3,0.545,42945,1058,749,33,0.561,1.48,145.64
P03,Personal Loans,Personal,2023-10-01,2023,Q4,6333.01,0.533,43422,648,633,29,0.683,1.08,145.85
P03,Personal Loans,Personal,2023-11-01,2023,Q4,6122.69,0.594,44576,931,758,31,0.635,2.47,137.35
P03,Personal Loans,Personal,2023-12-01,2023,Q4,6144.58,0.693,42826,796,507,32,0.895,3.0,143.48
P03,Personal Loans,Personal,2024-01-01,2024,Q1,6417.18,0.703,44746,799,637,31,0.817,1.27,143.41
P03,Personal Loans,Personal,2024-02-01,2024,Q1,5999.08,0.595,43159,697,765,14,0.913,2.08,139.0
P03,Personal Loans,Personal,2024-03-01,2024,Q1,6520.55,0.613,43233,775,669,28,0.553,3.61,150.82
P03,Personal Loans,Personal,2024-04-01,2024,Q2,5976.2,0.581,45117,951,674,25,0.836,1.48,132.46
P03,Personal Loans,Personal,2024-05-01,2024,Q2,5987.02,0.672,46440,878,585,32,0.678,2.19,128.92
P03,Personal Loans,Personal,2024-06-01,2024,Q2,6483.32,0.71,46471,1124,792,43,0.588,2.11,139.51
P03,Personal Loans,Personal,2024-07-01,2024,Q3,6267.18,0.618,44273,997,501,57,0.891,3.1,141.56
P03,Personal Loans,Personal,2024-08-01,2024,Q3,6558.69,0.66,45404,681,515,16,0.599,3.66,144.45
P03,Personal Loans,Personal,2024-09-01,2024,Q3,6516.64,0.634,43898,739,564,13,0.667,2.92,148.45
P03,Personal Loans,Personal,2024-10-01,2024,Q4,6518.25,0.667,46288,689,570,29,0.839,2.68,140.82
P03,Personal Loans,Personal,2024-11-01,2024,Q4,6370.78,0.553,44410,907,851,24,0.627,2.27,143.45
P03,Personal Loans,Personal,2024-12-01,2024,Q4,6176.79,0.544,44920,1074,753,38,0.565,3.12,137.51
P04,Mortgages,Personal,2022-01-01,2022,Q1,12899.86,0.538,37476,755,621,32,0.646,2.85,344.22
P04,Mortgages,Personal,2022-02-01,2022,Q1,13096.84,0.601,36481,620,534,19,0.847,2.49,359.0
P04,Mortgages,Personal,2022-03-01,2022,Q1,11803.94,0.686,36331,867,503,36,0.783,2.05,324.9
P04,Mortgages,Personal,2022-04-01,2022,Q2,12519.59,0.572,37960,560,706,32,0.714,1.94,329.81
P04,Mortgages,Personal,2022-05-01,2022,Q2,11727.96,0.686,38835,758,466,30,0.762,2.31,301.99
P04,Mortgages,Personal,2022-06-01,2022,Q2,12716.25,0.526,37205,616,453,29,0.654,1.65,341.79
P04,Mortgages,Personal,2022-07-01,2022,Q3,12774.5,0.644,36032,682,556,32,0.573,2.77,354.53
P04,Mortgages,Personal,2022-08-01,2022,Q3,11859.7,0.56,36247,781,642,39,0.844,1.45,327.19
P04,Mortgages,Personal,2022-09-01,2022,Q3,12864.34,0.592,38075,950,571,23,0.694,1.85,337.87
P04,Mortgages,Personal,2022-10-01,2022,Q4,11654.27,0.564,36603,538,710,43,0.746,1.25,318.4
P04,Mortgages,Personal,2022-11-01,2022,Q4,12476.33,0.715,38528,662,687,41,0.889,2.79,323.83
P04,Mortgages,Personal,2022-12-01,2022,Q4,11415.96,0.564,38421,701,693,40,0.863,0.93,297.13
P04,Mortgages,Personal,2023-01-01,2023,Q1,12275.58,0.681,39429,565,662,26,0.901,0.42,311.33
P04,Mortgages,Personal,2023-02-01,2023,Q1,12901.23,0.558,39434,785,523,48,0.731,1.98,327.16
P04,Mortgages,Personal,2023-03-01,2023,Q1,12203.99,0.564,38491,962,473,31,0.598,2.1,317.06
P04,Mortgages,Personal,2023-04-01,2023,Q2,13201.68,0.689,40751,857,764,31,0.837,2.25,323.96
P04,Mortgages,Personal,2023-05-01,2023,Q2,13434.75,0.712,40668,762,463,18,0.662,3.46,330.35
P04,Mortgages,Personal,2023-06-01,2023,Q2,12366.18,0.71,38539,839,465,37,0.908,0.13,320.87
P04,Mortgages,Personal,2023-07-01,2023,Q3,13263.24,0.677,41085,661,544,33,0.805,3.15,322.82
P04,Mortgages,Personal,2023-08-01,2023,Q3,12413.06,0.71,40549,1051,777,39,0.562,1.85,306.12
P04,Mortgages,Personal,2023-09-01,2023,Q3,13186.23,0.714,41263,1041,485,33,0.826,3.12,319.57
P04,Mortgages,Personal,2023-10-01,2023,Q4,12647.75,0.554,41561,935,675,34,0.878,1.87,304.32
P04,Mortgages,Personal,2023-11-01,2023,Q4,13006.67,0.57,39362,602,413,37,0.693,2.35,330.44
P04,Mortgages,Personal,2023-12-01,2023,Q4,13489.05,0.697,41724,857,476,24,0.727,2.13,323.29
P04,Mortgages,Personal,2024-01-01,2024,Q1,13729.86,0.657,40801,985,536,33,0.668,2.37,336.51
P04,Mortgages,Personal,2024-02-01,2024,Q1,13902.37,0.554,39036,802,725,22,0.584,3.02,356.14
P04,Mortgages,Personal,2024-03-01,2024,Q1,13369.3,0.617,40881,653,756,50,0.608,2.47,327.03
P04,Mortgages,Personal,2024-04-01,2024,Q2,12618.6,0.558,39656,902,511,27,0.654,0.89,318.2
P04,Mortgages,Personal,2024-05-01,2024,Q2,12867.0,0.634,39246,719,563,34,0.659,1.71,327.86
P04,Mortgages,Personal,2024-06-01,2024,Q2,13577.12,0.56,41141,720,462,36,0.862,2.18,330.01
P04,Mortgages,Personal,2024-07-01,2024,Q3,13043.99,0.618,40578,833,493,30,0.878,1.8,321.45
P04,Mortgages,Personal,2024-08-01,2024,Q3,13174.21,0.573,40837,703,451,26,0.828,2.22,322.6
P04,Mortgages,Personal,2024-09-01,2024,Q3,13686.6,0.589,39753,837,615,11,0.861,1.55,344.29
P04,Mortgages,Personal,2024-10-01,2024,Q4,13963.96,0.627,40949,1006,605,38,0.579,1.43,341.01
P04,Mortgages,Personal,2024-11-01,2024,Q4,14134.91,0.62,42027,930,675,43,0.595,1.26,336.33
P04,Mortgages,Personal,2024-12-01,2024,Q4,13933.63,0.717,40337,625,577,46,0.916,1.85,345.43
P05,Credit Cards,Personal,2022-01-01,2022,Q1,6151.93,0.645,98779,2462,1849,35,0.575,1.57,62.28
P05,Credit Cards,Personal,2022-02-01,2022,Q1,6101.24,0.585,93981,2300,1652,30,0.781,2.97,64.92
P05,Credit Cards,Personal,2022-03-01,2022,Q1,6185.31,0.603,93910,2169,1780,38,0.892,2.95,65.86
P05,Credit Cards,Personal,2022-04-01,2022,Q2,6199.25,0.577,91269,1727,1272,24,0.73,1.94,67.92
P05,Credit Cards,Personal,2022-05-01,2022,Q2,6217.62,0.575,90560,2021,982,38,0.879,2.96,68.66
P05,Credit Cards,Personal,2022-06-01,2022,Q2,5998.02,0.669,91832,1307,1639,46,0.662,1.29,65.32
P05,Credit Cards,Personal,2022-07-01,2022,Q3,5945.34,0.659,93501,1459,1801,45,0.714,3.03,63.59
P05,Credit Cards,Personal,2022-08-01,2022,Q3,6328.96,0.603,91605,1514,1641,28,0.824,1.69,69.09
P05,Credit Cards,Personal,2022-09-01,2022,Q3,6264.55,0.684,95824,1699,1443,27,0.6,2.05,65.38
P05,Credit Cards,Personal,2022-10-01,2022,Q4,6315.43,0.526,95672,2300,1219,37,0.719,3.52,66.01
P05,Credit Cards,Personal,2022-11-01,2022,Q4,6347.83,0.575,94135,2035,1093,36,0.561,1.25,67.43
P05,Credit Cards,Personal,2022-12-01,2022,Q4,5937.01,0.556,93079,1693,1114,39,0.881,1.33,63.78
P05,Credit Cards,Personal,2023-01-01,2023,Q1,6576.78,0.577,99328,2072,1905,28,0.867,2.41,66.21
P05,Credit Cards,Personal,2023-02-01,2023,Q1,6514.97,0.574,99485,2324,1731,30,0.553,2.19,65.49
P05,Credit Cards,Personal,2023-03-01,2023,Q1,6734.45,0.64,99492,2354,1318,38,0.908,2.13,67.69
P05,Credit Cards,Personal,2023-04-01,2023,Q2,6543.56,0.595,97974,1920,1625,28,0.855,2.6,66.79
P05,Credit Cards,Personal,2023-05-01,2023,Q2,6369.64,0.622,95674,1769,1561,23,0.775,0.79,66.58
P05,Credit Cards,Personal,2023-06-01,2023,Q2,6308.79,0.533,95956,2335,1233,43,0.813,2.02,65.75
P05,Credit Cards,Personal,2023-07-01,2023,Q3,6786.24,0.55,97708,2312,1731,33,0.772,0.39,69.45
P05,Credit Cards,Personal,2023-08-01,2023,Q3,6622.22,0.664,100991,1728,1440,16,0.694,0.19,65.57
P05,Credit Cards,Personal,2023-09-01,2023,Q3,6149.91,0.634,101458,1691,1553,36,0.84,3.3,60.62
P05,Credit Cards,Personal,2023-10-01,2023,Q4,6847.67,0.621,101419,2486,1230,40,0.586,0.83,67.52
P05,Credit Cards,Personal,2023-11-01,2023,Q4,6253.03,0.682,98353,2179,1329,32,0.583,1.59,63.58
P05,Credit Cards,Personal,2023-12-01,2023,Q4,6447.45,0.581,102501,1755,1347,33,0.865,1.4,62.9
P05,Credit Cards,Personal,2024-01-01,2024,Q1,6554.32,0.637,103739,2559,1556,34,0.871,1.99,63.18
P05,Credit Cards,Personal,2024-02-01,2024,Q1,6500.17,0.531,99404,1630,1409,34,0.761,1.76,65.39
P05,Credit Cards,Personal,2024-03-01,2024,Q1,6932.6,0.583,100939,2003,1633,29,0.615,0.74,68.68
P05,Credit Cards,Personal,2024-04-01,2024,Q2,6733.32,0.575,97509,2259,1453,32,0.833,1.62,69.05
P05,Credit Cards,Personal,2024-05-01,2024,Q2,6314.33,0.647,102715,1910,1113,14,0.624,3.28,61.47
P05,Credit Cards,Personal,2024-06-01,2024,Q2,6557.69,0.584,98067,2169,1582,34,0.642,1.65,66.87
P05,Credit Cards,Personal,2024-07-01,2024,Q3,6830.54,0.546,101012,1616,1809,24,0.66,2.81,67.62
P05,Credit Cards,Personal,2024-08-01,2024,Q3,6524.01,0.639,104407,2708,1418,23,0.884,3.53,62.49
P05,Credit Cards,Personal,2024-09-01,2024,Q3,6595.18,0.71,100229,1677,1708,39,0.599,1.7,65.8
P05,Credit Cards,Personal,2024-10-01,2024,Q4,6913.93,0.554,103784,1499,1908,24,0.645,2.96,66.62
P05,Credit Cards,Personal,2024-11-01,2024,Q4,6769.71,0.719,99568,1417,1663,25,0.704,1.11,67.99
P05,Credit Cards,Personal,2024-12-01,2024,Q4,6661.13,0.615,103945,2241,1373,39,0.795,3.11,64.08
P06,SME Business Accounts,Business,2022-01-01,2022,Q1,3874.09,0.641,21595,329,366,41,0.594,3.24,179.4
P06,SME Business Accounts,Business,2022-02-01,2022,Q1,3614.8,0.56,21253,430,261,33,0.81,2.69,170.08
P06,SME Business Accounts,Business,2022-03-01,2022,Q1,3687.91,0.619,21082,378,221,36,0.799,3.9,174.93
P06,SME Business Accounts,Business,2022-04-01,2022,Q2,3955.3,0.654,22418,451,381,34,0.587,2.38,176.43
P06,SME Business Accounts,Business,2022-05-01,2022,Q2,3651.42,0.718,21309,323,257,29,0.565,2.96,171.36
P06,SME Business Accounts,Business,2022-06-01,2022,Q2,3657.78,0.583,22246,513,242,31,0.865,1.74,164.42
P06,SME Business Accounts,Business,2022-07-01,2022,Q3,3815.93,0.592,21096,517,239,21,0.852,2.53,180.88
P06,SME Business Accounts,Business,2022-08-01,2022,Q3,3591.01,0.712,21441,519,379,30,0.79,2.88,167.48
P06,SME Business Accounts,Business,2022-09-01,2022,Q3,3856.28,0.659,20890,332,297,49,0.769,2.79,184.6
P06,SME Business Accounts,Business,2022-10-01,2022,Q4,3848.9,0.556,21810,312,363,26,0.86,2.62,176.47
P06,SME Business Accounts,Business,2022-11-01,2022,Q4,3915.24,0.704,20814,302,267,38,0.666,2.64,188.11
P06,SME Business Accounts,Business,2022-12-01,2022,Q4,3786.08,0.674,21698,558,358,22,0.675,1.62,174.49
P06,SME Business Accounts,Business,2023-01-01,2023,Q1,3924.85,0.539,23023,417,381,28,0.692,1.59,170.48
P06,SME Business Accounts,Business,2023-02-01,2023,Q1,4083.28,0.718,22821,362,413,42,0.865,2.49,178.93
P06,SME Business Accounts,Business,2023-03-01,2023,Q1,4107.69,0.618,21997,321,275,33,0.788,4.22,186.74
P06,SME Business Accounts,Business,2023-04-01,2023,Q2,3897.26,0.612,22344,542,324,34,0.594,1.27,174.42
P06,SME Business Accounts,Business,2023-05-01,2023,Q2,3951.51,0.541,23165,324,262,23,0.774,2.63,170.58
P06,SME Business Accounts,Business,2023-06-01,2023,Q2,4019.12,0.622,22582,573,310,35,0.57,3.25,177.98
P06,SME Business Accounts,Business,2023-07-01,2023,Q3,3840.2,0.632,22913,501,388,25,0.592,1.48,167.6
P06,SME Business Accounts,Business,2023-08-01,2023,Q3,4105.99,0.588,22540,394,342,41,0.81,0.29,182.16
P06,SME Business Accounts,Business,2023-09-01,2023,Q3,3774.31,0.548,22490,343,359,29,0.619,0.85,167.82
P06,SME Business Accounts,Business,2023-10-01,2023,Q4,4208.33,0.611,22969,351,326,34,0.893,0.85,183.22
P06,SME Business Accounts,Business,2023-11-01,2023,Q4,4174.06,0.674,23390,595,273,20,0.735,2.46,178.45
P06,SME Business Accounts,Business,2023-12-01,2023,Q4,4036.16,0.707,22441,451,421,36,0.616,1.32,179.86
P06,SME Business Accounts,Business,2024-01-01,2024,Q1,4069.42,0.546,23770,584,357,23,0.692,2.8,171.2
P06,SME Business Accounts,Business,2024-02-01,2024,Q1,4273.9,0.672,24175,619,352,28,0.599,4.14,176.79
P06,SME Business Accounts,Business,2024-03-01,2024,Q1,4008.91,0.67,23830,579,402,28,0.896,3.29,168.23
P06,SME Business Accounts,Business,2024-04-01,2024,Q2,4125.94,0.645,22950,506,443,30,0.791,2.81,179.78
P06,SME Business Accounts,Business,2024-05-01,2024,Q2,4295.26,0.659,23578,429,349,30,0.761,2.46,182.17
P06,SME Business Accounts,Business,2024-06-01,2024,Q2,4163.25,0.67,23473,567,417,35,0.743,1.55,177.36
P06,SME Business Accounts,Business,2024-07-01,2024,Q3,3858.37,0.654,23015,366,301,36,0.643,3.37,167.65
P06,SME Business Accounts,Business,2024-08-01,2024,Q3,4268.57,0.579,24107,572,275,32,0.871,1.9,177.07
P06,SME Business Accounts,Business,2024-09-01,2024,Q3,4229.82,0.668,24499,573,433,26,0.656,1.88,172.65
P06,SME Business Accounts,Business,2024-10-01,2024,Q4,4203.15,0.598,24677,438,381,53,0.555,1.51,170.33
P06,SME Business Accounts,Business,2024-11-01,2024,Q4,4008.66,0.676,24152,602,406,42,0.79,1.0,165.98
P06,SME Business Accounts,Business,2024-12-01,2024,Q4,4268.95,0.641,24070,421,291,35,0.803,0.06,177.36
P07,SME Lending,Business,2022-01-01,2022,Q1,6929.55,0.623,8278,171,96,25,0.766,2.69,837.1
P07,SME Lending,Business,2022-02-01,2022,Q1,6970.62,0.662,8363,149,91,34,0.895,2.48,833.51
P07,SME Lending,Business,2022-03-01,2022,Q1,7262.92,0.618,8566,200,114,25,0.631,1.77,847.88
P07,SME Lending,Business,2022-04-01,2022,Q2,6874.32,0.621,8144,123,101,23,0.629,2.6,844.1
P07,SME Lending,Business,2022-05-01,2022,Q2,6983.48,0.564,8320,215,149,32,0.913,1.12,839.36
P07,SME Lending,Business,2022-06-01,2022,Q2,6690.16,0.609,8506,182,162,41,0.803,1.48,786.52
P07,SME Lending,Business,2022-07-01,2022,Q3,6938.81,0.709,8650,150,161,24,0.854,2.76,802.17
P07,SME Lending,Business,2022-08-01,2022,Q3,6967.07,0.609,8552,139,129,48,0.901,2.57,814.67
P07,SME Lending,Business,2022-09-01,2022,Q3,6773.68,0.628,8633,190,150,34,0.87,2.11,784.63
P07,SME Lending,Business,2022-10-01,2022,Q4,6973.38,0.628,8044,187,131,25,0.898,0.01,866.9
P07,SME Lending,Business,2022-11-01,2022,Q4,7227.51,0.612,8057,118,142,30,0.756,2.4,897.05
P07,SME Lending,Business,2022-12-01,2022,Q4,7064.73,0.572,8085,155,86,23,0.799,2.83,873.81
P07,SME Lending,Business,2023-01-01,2023,Q1,7447.0,0.644,8854,198,98,32,0.893,1.04,841.09
P07,SME Lending,Business,2023-02-01,2023,Q1,7082.92,0.58,8978,172,126,43,0.794,2.8,788.92
P07,SME Lending,Business,2023-03-01,2023,Q1,7429.36,0.547,8821,181,168,20,0.603,3.0,842.24
P07,SME Lending,Business,2023-04-01,2023,Q2,7629.95,0.679,9112,231,141,30,0.755,1.33,837.35
P07,SME Lending,Business,2023-05-01,2023,Q2,7150.82,0.639,8491,149,146,13,0.884,1.65,842.16
P07,SME Lending,Business,2023-06-01,2023,Q2,7367.22,0.649,8801,146,158,27,0.622,2.06,837.09
